AA,39.48,6/11/2007,9:36am,-0.18,181800
C,53.08,6/11/2007,9:36am,-0.25,360900
AXP,62.58,6/11/2007,9:36am,-0.46,935000
AIG,71.38,6/11/2007,9:36am,-0.15,195500
CAT,78.29,6/11/2007,9:36am,-0.23,225400
BA,98.31,6/11/2007,9:36am,+0.12,104800
